#Id	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Alias	dbxref	Type	Qualifier	GO	Desc
YHR062C	chrVIII	-	222794	223770	222877	223758	1	222877	223758	881	#N/A	#N/A	#N/A	#N/A	Verified
YHR063C	chrVIII	-	223953	225199	224030	225169	1	224030	225169	1139	TATA-less	TAF1-depleted	225232	225258	Verified
YHR063W-A	chrVIII	+	#N/A	#N/A	225442	225777	1	225442	225777	335	#N/A	#N/A	#N/A	#N/A	Dubious
YHR064C	chrVIII	-	225429	227183	225525	227141	1	225525	227141	1616	TATA-less	TAF1-enriched	227200	227216	Verified
YHR065C	chrVIII	-	227422	229075	227532	229037	1	227532	229037	1505	TATA-less	TAF1-enriched	229084	229084	Verified
YHR066W	chrVIII	+	229312	230827	229335	230696	1	229335	230696	1361	TATA-less	TAF1-enriched	229301	229296	Verified
YHR067W	chrVIII	+	230937	232148	230970	231812	1	230970	231812	842	TATA-less	TAF1-enriched	230917	230908	Verified
YHR068W	chrVIII	+	232077	233437	232133	233296	1	232133	233296	1163	TATA-less	TAF1-enriched	232054	231997	Verified
YHR069C	chrVIII	-	233434	234672	233579	234658	1	233579	234658	1079	TATA-less	TAF1-enriched	234705	234731	Verified
YHR069C-A	chrVIII	-	234679	236040	234874	235236	1	234874	235236	362	#N/A	#N/A	#N/A	#N/A	Dubious
YHR070W	chrVIII	+	234863	236728	234881	236380	1	234881	236380	1499	#N/A	#N/A	#N/A	#N/A	Verified
YHR070C-A	chrVIII	-	#N/A	#N/A	236102	236512	1	236102	236512	410	#N/A	#N/A	#N/A	#N/A	Dubious
YHR071W	chrVIII	+	235251	237805	237004	237693	1	237004	237693	689	TATA-containing	TAF1-depleted	236583	236551	Verified
YHR071C-A	chrVIII	-	238846	239245	238910	239230	1	238910	239230	320	#N/A	#N/A	#N/A	#N/A	Dubious
YHR072W	chrVIII	+	239032	241407	239098	241293	1	239098	241293	2195	#N/A	#N/A	#N/A	#N/A	Verified
YHR072W-A	chrVIII	+	241629	241998	241664	241840	1	241664	241840	176	TATA-less	TAF1-depleted	241583	241535	Verified
YHR073W	chrVIII	+	#N/A	#N/A	242582	245572	1	242582	245572	2990	TATA-less	TAF1-enriched	242503	242439	Verified
YHR073W-A	chrVIII	+	242504	244773	242868	243044	1	242868	243044	176	#N/A	#N/A	#N/A	#N/A	Dubious
YHR073C-B	chrVIII	-	245413	245940	245422	245502	1	245422	245502	80	#N/A	#N/A	#N/A	#N/A	Dubious
YHR074W	chrVIII	+	246127	248489	246193	248337	1	246193	248337	2144	TATA-less	TAF1-enriched	246109	246080	Verified
YHR075C	chrVIII	-	248373	249693	248439	249641	1	248439	249641	1202	#N/A	#N/A	#N/A	#N/A	Verified
YHR076W	chrVIII	+	251056	252364	251101	252225	2	"251101,251249,"	"251155,252225,"	1124	TATA-less	TAF1-enriched	251030	251008	Verified
YHR077C	chrVIII	-	252284	255813	252374	255756	2	"252374,255751,"	"255637,255756,"	3382	TATA-less	TAF1-depleted	255839	0	Verified
YHR078W	chrVIII	+	256332	258126	256360	258018	1	256360	258018	1658	TATA-less	TAF1-enriched	256286	256256	Uncharacterized
YHR079C	chrVIII	-	258021	261847	258244	261591	1	258244	261591	3347	TATA-less	TAF1-enriched	261873	261896	Verified
YHR079C-A	chrVIII	-	#N/A	#N/A	262192	262553	2	"262192,262441,"	"262354,262553,"	361	#N/A	#N/A	#N/A	#N/A	Verified
YHR080C	chrVIII	-	262746	266898	262801	266838	1	262801	266838	4037	TATA-less	TAF1-enriched	267040	267073	Verified
YHR081W	chrVIII	+	267518	268215	267538	268092	1	267538	268092	554	TATA-less	TAF1-enriched	267527	267501	Verified
YHR082C	chrVIII	-	268244	272394	268459	271548	1	268459	271548	3089	#N/A	#N/A	#N/A	#N/A	Verified
YHR083W	chrVIII	+	272606	273701	272627	273616	1	272627	273616	989	TATA-less	TAF1-enriched	272606	272567	Verified
YHR084W	chrVIII	+	273859	276544	274174	276240	1	274174	276240	2066	TATA-less	TAF1-enriched	273820	273794	Verified
YHR085W	chrVIII	+	276726	277820	276764	277768	1	276764	277768	1004	TATA-less	TAF1-enriched	276700	276684	Verified
YHR086W	chrVIII	+	277928	279953	278153	279724	1	278153	279724	1571	TATA-less	TAF1-enriched	277928	277878	Verified
YHR086W-A	chrVIII	+	#N/A	#N/A	280231	280392	1	280231	280392	161	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR087W	chrVIII	+	280745	281339	280820	281155	1	280820	281155	335	#N/A	#N/A	#N/A	#N/A	Verified
YHR088W	chrVIII	+	281463	282491	281495	282382	1	281495	282382	887	TATA-less	TAF1-enriched	281440	281409	Verified
YHR089C	chrVIII	-	282583	283330	282681	283298	1	282681	283298	617	TATA-less	TAF1-enriched	283371	283410	Verified
YHR090C	chrVIII	-	283528	284661	283777	284625	1	283777	284625	848	TATA-less	TAF1-enriched	284670	284682	Verified
YHR091C	chrVIII	-	284746	286797	284839	286770	1	284839	286770	1931	TATA-less	TAF1-enriched	286828	286865	Verified
YHR092C	chrVIII	-	287023	288886	287081	288811	1	287081	288811	1730	#N/A	#N/A	#N/A	#N/A	Verified
YHR093W	chrVIII	+	#N/A	#N/A	289142	289690	1	289142	289690	548	#N/A	#N/A	#N/A	#N/A	Dubious
YHR094C	chrVIII	-	290801	292657	290913	292625	1	290913	292625	1712	TATA-containing	TAF1-depleted	292700	292740	Verified
YHR095W	chrVIII	+	291165	294522	292943	293437	1	292943	293437	494	TATA-less	TAF1-depleted	292941	292919	Dubious
YHR096C	chrVIII	-	294444	296611	294669	296447	1	294669	296447	1778	#N/A	#N/A	#N/A	#N/A	Verified
YHR097C	chrVIII	-	297285	298732	297385	298609	2	"297385,298485,"	"298360,298609,"	1224	TATA-less	TAF1-depleted	298714	298741	Uncharacterized
YHR098C	chrVIII	-	299003	302014	299145	301934	1	299145	301934	2789	TATA-less	TAF1-enriched	302033	302060	Verified
YHR099W	chrVIII	+	#N/A	#N/A	302761	313995	1	302761	313995	11234	TATA-less	TAF1-enriched	302637	302624	Verified
YHR100C	chrVIII	-	313994	314719	314116	314673	1	314116	314673	557	TATA-less	TAF1-enriched	314893	314864	Verified
YHR101C	chrVIII	-	314573	316000	314874	315968	2	"314874,315859,"	"315771,315968,"	1094	TATA-less	TAF1-enriched	316025	316061	Verified
YHR102W	chrVIII	+	316388	319900	316572	319814	1	316572	319814	3242	TATA-less	TAF1-enriched	316213	316269	Verified
YHR103W	chrVIII	+	320230	323168	320414	322972	1	320414	322972	2558	TATA-less	TAF1-depleted	320231	320245	Verified
YHR104W	chrVIII	+	323310	324579	323409	324392	1	323409	324392	983	TATA-containing	TAF1-enriched	323308	323312	Verified
YHR105W	chrVIII	+	324643	325620	324766	325410	1	324766	325410	644	#N/A	#N/A	#N/A	#N/A	Verified
YHR106W	chrVIII	+	325597	326759	325598	326626	1	325598	326626	1028	TATA-less	TAF1-enriched	325454	325468	Verified
YHR107C	chrVIII	-	326650	328094	326813	328036	1	326813	328036	1223	TATA-less	TAF1-enriched	328078	328097	Verified
YHR108W	chrVIII	+	328265	330197	328303	330060	1	328303	330060	1757	#N/A	#N/A	#N/A	#N/A	Verified
YHR109W	chrVIII	+	330295	332143	330310	332067	1	330310	332067	1757	#N/A	#N/A	#N/A	#N/A	Verified
YHR110W	chrVIII	+	332253	333084	332282	332920	1	332282	332920	638	TATA-less	TAF1-enriched	332239	332206	Verified
YHR111W	chrVIII	+	333068	334444	333072	334394	1	333072	334394	1322	TATA-containing	TAF1-enriched	332912	332951	Verified
YHR112C	chrVIII	-	334371	335695	334527	335663	1	334527	335663	1136	TATA-containing	TAF1-enriched	335751	335767	Verified
YHR113W	chrVIII	+	336328	337961	336337	337809	1	336337	337809	1472	#N/A	#N/A	#N/A	#N/A	Verified
YHR114W	chrVIII	+	#N/A	#N/A	338083	339984	1	338083	339984	1901	TATA-less	TAF1-enriched	337976	337947	Verified
YHR115C	chrVIII	-	340107	341934	340109	341359	1	340109	341359	1250	TATA-less	TAF1-depleted	341473	341511	Verified
YHR116W	chrVIII	+	340761	342355	341665	342120	1	341665	342120	455	TATA-less	TAF1-enriched	341689	0	Verified
YHR117W	chrVIII	+	342317	344342	342349	344268	1	342349	344268	1919	TATA-less	TAF1-enriched	342283	342258	Verified
YHR118C	chrVIII	-	344249	345656	344321	345628	1	344321	345628	1307	#N/A	#N/A	#N/A	#N/A	Verified
YHR119W	chrVIII	+	345808	349426	346043	349285	1	346043	349285	3242	TATA-less	TAF1-depleted	345780	345765	Verified
YHR120W	chrVIII	+	349535	352535	349574	352453	1	349574	352453	2879	#N/A	#N/A	#N/A	#N/A	Verified
YHR121W	chrVIII	+	352676	353403	352756	353319	1	352756	353319	563	TATA-less	TAF1-enriched	352676	352656	Verified
YHR122W	chrVIII	+	353616	354465	353625	354320	1	353625	354320	695	TATA-less	TAF1-enriched	353570	353513	Verified
YHR123W	chrVIII	+	354800	356227	354815	356081	2	"354815,354956,"	"354864,356081,"	1266	TATA-less	TAF1-enriched	354829	354816	Verified
YHR124W	chrVIII	+	#N/A	#N/A	356561	358444	1	356561	358444	1883	#N/A	#N/A	#N/A	#N/A	Verified
YHR125W	chrVIII	+	358835	359193	358858	359163	1	358858	359163	305	#N/A	#N/A	#N/A	#N/A	Dubious
YHR126C	chrVIII	-	359593	360219	359702	360181	1	359702	360181	479	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR127W	chrVIII	+	360868	361865	360913	361644	1	360913	361644	731	TATA-less	TAF1-enriched	360864	360820	Verified
YHR128W	chrVIII	+	362072	362965	362115	362765	1	362115	362765	650	TATA-containing	TAF1-depleted	362005	361963	Verified
YHR129C	chrVIII	-	362897	364244	362999	364153	1	362999	364153	1154	TATA-less	TAF1-enriched	364228	364228	Verified
YHR130C	chrVIII	-	364900	366490	364965	365300	1	364965	365300	335	#N/A	#N/A	#N/A	#N/A	Dubious
YHR131C	chrVIII	-	365192	368149	365340	367892	1	365340	367892	2552	TATA-less	TAF1-enriched	367977	368015	Uncharacterized
YHR131W-A	chrVIII	+	367484	368517	367747	367992	1	367747	367992	245	#N/A	#N/A	#N/A	#N/A	Dubious
YHR132C	chrVIII	-	368383	369836	368502	369794	1	368502	369794	1292	TATA-less	TAF1-enriched	369849	369847	Verified
YHR132W-A	chrVIII	+	370009	370594	370054	370449	1	370054	370449	395	TATA-containing	TAF1-enriched	370035	370043	Verified
YHR133C	chrVIII	-	370517	371606	370722	371597	1	370722	371597	875	TATA-less	TAF1-enriched	371650	371704	Verified
YHR134W	chrVIII	+	371748	372673	371749	372558	1	371749	372558	809	#N/A	#N/A	#N/A	#N/A	Verified
YHR135C	chrVIII	-	372592	374431	372694	374310	1	372694	374310	1616	TATA-less	TAF1-enriched	374450	374472	Verified
YHR136C	chrVIII	-	374560	375293	374654	375100	1	374654	375100	446	TATA-containing	TAF1-depleted	375033	375071	Verified
YHR137W	chrVIII	+	375679	377364	375709	377250	1	375709	377250	1541	TATA-containing	TAF1-enriched	375645	375621	Verified
YHR137C-A	chrVIII	-	375587	376742	375738	376388	1	375738	376388	650	#N/A	#N/A	#N/A	#N/A	Dubious
YHR138C	chrVIII	-	377249	377771	377355	377699	1	377355	377699	344	TATA-less	TAF1-enriched	377806	377803	Verified
YHR139C	chrVIII	-	377903	380263	378219	379199	1	378219	379199	980	#N/A	#N/A	#N/A	#N/A	Verified
YHR139C-A	chrVIII	-	#N/A	#N/A	380108	380419	1	380108	380419	311	#N/A	#N/A	#N/A	#N/A	Dubious
YHR140W	chrVIII	+	380561	381379	380572	381291	1	380572	381291	719	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR141C	chrVIII	-	381868	382774	381990	382751	2	"381990,382748,"	"382306,382751,"	761	TATA-less	TAF1-enriched	382794	382826	Verified
YHR142W	chrVIII	+	383415	384565	383538	384488	1	383538	384488	950	TATA-less	TAF1-depleted	383308	383238	Verified
YHR143W	chrVIII	+	385242	386730	385510	386487	1	385510	386487	977	TATA-containing	TAF1-depleted	385202	385174	Verified
YHR143W-A	chrVIII	+	387203	387711	387233	387445	1	387233	387445	212	TATA-less	TAF1-enriched	387171	387132	Verified
YHR144C	chrVIII	-	387708	388758	387788	388726	1	387788	388726	938	TATA-less	TAF1-depleted	388723	388740	Verified
YHR145C	chrVIII	-	#N/A	#N/A	388981	389337	1	388981	389337	356	#N/A	#N/A	#N/A	#N/A	Dubious
YHR146W	chrVIII	+	390273	391752	390300	391697	1	390300	391697	1397	TATA-less	TAF1-enriched	390227	390200	Verified
YHR147C	chrVIII	-	392524	393318	392639	393283	1	392639	393283	644	#N/A	#N/A	#N/A	#N/A	Verified
YHR148W	chrVIII	+	393511	394428	393534	394085	1	393534	394085	551	TATA-less	TAF1-enriched	393467	393451	Verified
YHR149C	chrVIII	-	394294	396805	394455	396659	1	394455	396659	2204	TATA-less	TAF1-enriched	396821	396843	Verified
YHR150W	chrVIII	+	397209	399194	397251	398990	1	397251	398990	1739	TATA-less	TAF1-enriched	397172	397147	Verified
YHR151C	chrVIII	-	399131	401016	399268	400848	1	399268	400848	1580	TATA-less	TAF1-enriched	401019	401050	Verified
YHR152W	chrVIII	+	401384	402071	401434	401955	1	401434	401955	521	TATA-less	TAF1-enriched	401325	0	Verified
YHR153C	chrVIII	-	401975	402699	402086	402682	1	402086	402682	596	#N/A	#N/A	#N/A	#N/A	Verified
YHR154W	chrVIII	+	402919	406260	402966	406178	1	402966	406178	3212	TATA-less	TAF1-enriched	402905	402871	Verified
YHR155W	chrVIII	+	407009	410949	407103	410789	1	407103	410789	3686	TATA-less	TAF1-enriched	406972	406951	Verified
YHR156C	chrVIII	-	411357	412445	411384	412406	1	411384	412406	1022	TATA-less	TAF1-enriched	412487	412518	Verified
YHR157W	chrVIII	+	412308	413596	412907	413455	1	412907	413455	548	#N/A	#N/A	#N/A	#N/A	Verified
YHR158C	chrVIII	-	#N/A	#N/A	413685	417179	1	413685	417179	3494	TATA-less	TAF1-enriched	417313	417323	Verified
YHR159W	chrVIII	+	417474	420126	417549	419063	1	417549	419063	1514	TATA-less	TAF1-enriched	417493	417458	Uncharacterized
YHR160C	chrVIII	-	419150	420079	419221	420072	1	419221	420072	851	#N/A	#N/A	#N/A	#N/A	Verified
YHR161C	chrVIII	-	420282	422420	420373	422286	1	420373	422286	1913	TATA-less	TAF1-depleted	422386	422409	Verified
YHR162W	chrVIII	+	422895	423577	423072	423461	1	423072	423461	389	TATA-less	TAF1-depleted	422863	422835	Verified
YHR163W	chrVIII	+	423693	424611	423724	424473	1	423724	424473	749	TATA-containing	TAF1-enriched	423686	423655	Verified
YHR164C	chrVIII	-	424496	429270	424610	429178	1	424610	429178	4568	TATA-containing	TAF1-enriched	429312	429345	Verified
YHR165C	chrVIII	-	#N/A	#N/A	429707	436948	1	429707	436948	7241	TATA-containing	TAF1-enriched	437077	437120	Verified
YHR165W-A	chrVIII	+	#N/A	#N/A	436647	436958	1	436647	436958	311	#N/A	#N/A	#N/A	#N/A	Dubious
YHR166C	chrVIII	-	437072	439118	437170	439050	1	437170	439050	1880	#N/A	#N/A	#N/A	#N/A	Verified
YHR167W	chrVIII	+	439278	440643	439342	440127	1	439342	440127	785	TATA-less	TAF1-enriched	439221	439208	Verified
YHR168W	chrVIII	+	440343	442131	440377	441933	1	440377	441933	1556	TATA-less	TAF1-enriched	440344	440318	Verified
YHR169W	chrVIII	+	442132	443562	442181	443476	1	442181	443476	1295	TATA-less	TAF1-enriched	442133	442102	Verified
YHR170W	chrVIII	+	443786	445489	443828	445384	1	443828	445384	1556	TATA-less	TAF1-enriched	443749	443730	Verified
YHR171W	chrVIII	+	445704	447721	445713	447605	1	445713	447605	1892	#N/A	#N/A	#N/A	#N/A	Verified
YHR172W	chrVIII	+	448253	451237	448335	450806	1	448335	450806	2471	TATA-less	TAF1-enriched	448215	448178	Verified
YHR173C	chrVIII	-	#N/A	#N/A	450815	451153	1	450815	451153	338	TATA-containing	TAF1-depleted	451065	451138	Uncharacterized
YHR174W	chrVIII	+	451297	452773	451327	452640	1	451327	452640	1313	TATA-less	TAF1-depleted	451241	451190	Verified
YHR175W	chrVIII	+	452872	453697	452872	453441	1	452872	453441	569	TATA-less	TAF1-enriched	452906	452882	Verified
YHR175W-A	chrVIII	+	452921	453895	453558	453707	1	453558	453707	149	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR176W	chrVIII	+	454150	455592	454229	455527	1	454229	455527	1298	#N/A	#N/A	#N/A	#N/A	Verified
YHR177W	chrVIII	+	456500	459179	456591	457952	1	456591	457952	1361	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR178W	chrVIII	+	459249	461712	459299	461530	1	459299	461530	2231	TATA-less	TAF1-enriched	459205	459185	Verified
YHR179W	chrVIII	+	462461	463807	462502	463704	1	462502	463704	1202	TATA-containing	TAF1-depleted	462402	462378	Verified
YHR180W	chrVIII	+	#N/A	#N/A	465178	465669	1	465178	465669	491	#N/A	#N/A	#N/A	#N/A	Dubious
YHR180W-A	chrVIII	+	#N/A	#N/A	466932	467114	1	466932	467114	182	#N/A	#N/A	#N/A	#N/A	Dubious
YHR180C-B	chrVIII	-	466293	467071	466958	467062	1	466958	467062	104	#N/A	#N/A	#N/A	#N/A	Dubious
YHR181W	chrVIII	+	467195	467993	467228	467914	1	467228	467914	686	TATA-less	TAF1-enriched	467185	467159	Verified
YHR182W	chrVIII	+	468161	470623	468219	470576	1	468219	470576	2357	#N/A	#N/A	#N/A	#N/A	Verified
YHR182C-A	chrVIII	-	470852	471533	470939	471412	1	470939	471412	473	#N/A	#N/A	#N/A	#N/A	Dubious
YHR183W	chrVIII	+	470883	472564	470960	472429	1	470960	472429	1469	TATA-containing	TAF1-depleted	470813	470779	Verified
YHR184W	chrVIII	+	#N/A	#N/A	472744	474459	1	472744	474459	1715	#N/A	#N/A	#N/A	#N/A	Verified
YHR185C	chrVIII	-	#N/A	#N/A	474627	475340	1	474627	475340	713	#N/A	#N/A	#N/A	#N/A	Verified
YHR186C	chrVIII	-	#N/A	#N/A	475999	480672	1	475999	480672	4673	TATA-less	TAF1-depleted	480733	480783	Verified
YHR187W	chrVIII	+	480955	482029	480990	481919	1	480990	481919	929	TATA-less	TAF1-enriched	480919	480894	Verified
YHR188C	chrVIII	-	481935	483852	482005	483837	1	482005	483837	1832	TATA-less	TAF1-enriched	483853	483895	Verified
YHR189W	chrVIII	+	483164	484629	484028	484600	1	484028	484600	572	#N/A	#N/A	#N/A	#N/A	Verified
YHR190W	chrVIII	+	484796	486283	484845	486179	1	484845	486179	1334	TATA-containing	TAF1-enriched	484774	484742	Verified
YHR191C	chrVIII	-	486131	486667	486230	486631	1	486230	486631	401	#N/A	#N/A	#N/A	#N/A	Verified
YHR192W	chrVIII	+	486791	487739	486826	487662	1	486826	487662	836	TATA-less	TAF1-enriched	486750	486719	Verified
YHR193C	chrVIII	-	487648	488268	487712	488236	1	487712	488236	524	TATA-less	TAF1-enriched	488299	488315	Verified
YHR193C-A	chrVIII	-	488392	489082	488653	489027	1	488653	489027	374	#N/A	#N/A	#N/A	#N/A	Dubious
YHR194W	chrVIII	+	488615	490488	488657	490396	1	488657	490396	1739	TATA-less	TAF1-enriched	488570	488539	Verified
YHR195W	chrVIII	+	490573	491881	490747	491712	1	490747	491712	965	TATA-less	TAF1-enriched	490553	490537	Verified
YHR196W	chrVIII	+	491877	493709	491931	493658	1	491931	493658	1727	TATA-less	TAF1-enriched	491871	491886	Verified
YHR197W	chrVIII	+	493879	496292	493896	496187	1	493896	496187	2291	TATA-less	TAF1-enriched	493858	493808	Verified
YHR198C	chrVIII	-	496194	497280	496315	497280	1	496315	497280	965	TATA-less	TAF1-enriched	497282	497332	Verified
YHR199C	chrVIII	-	497399	498443	497490	498422	1	497490	498422	932	TATA-less	TAF1-enriched	498725	498707	Verified
YHR199C-A	chrVIII	-	#N/A	#N/A	498571	498859	2	"498571,498787,"	"498719,498859,"	288	#N/A	#N/A	#N/A	#N/A	Verified
YHR200W	chrVIII	+	499055	499955	499079	499885	1	499079	499885	806	TATA-less	TAF1-enriched	499056	499015	Verified
YHR201C	chrVIII	-	499884	501166	499950	501143	1	499950	501143	1193	TATA-less	TAF1-enriched	501197	501227	Verified
YHR202W	chrVIII	+	502356	504258	502388	504196	1	502388	504196	1808	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR203C	chrVIII	-	504342	505569	504476	505530	2	"504476,505517,"	"505247,505530,"	1054	TATA-less	TAF1-enriched	505549	505559	Verified
YHR204W	chrVIII	+	506272	508800	506319	508709	1	506319	508709	2390	TATA-less	TAF1-enriched	506086	506057	Verified
YHR205W	chrVIII	+	508956	512048	509363	511837	1	509363	511837	2474	TATA-less	TAF1-enriched	508891	508852	Verified
YHR206W	chrVIII	+	512246	514652	512732	514600	1	512732	514600	1868	TATA-less	TAF1-enriched	512431	512384	Verified
YHR207C	chrVIII	-	#N/A	#N/A	514905	516485	1	514905	516485	1580	TATA-less	TAF1-enriched	516516	516554	Verified
YHR208W	chrVIII	+	517511	518865	517532	518713	1	517532	518713	1181	TATA-less	TAF1-depleted	517465	517443	Verified
YHR209W	chrVIII	+	519404	520401	519437	520312	1	519437	520312	875	#N/A	#N/A	#N/A	#N/A	Verified
YHR210C	chrVIII	-	520633	521759	520712	521737	1	520712	521737	1025	TATA-less	TAF1-depleted	521857	521896	Uncharacterized
YHR211W	chrVIII	+	#N/A	#N/A	525392	528619	1	525392	528619	3227	#N/A	#N/A	#N/A	#N/A	Verified
YHR212C	chrVIII	-	#N/A	#N/A	537759	538094	1	537759	538094	335	#N/A	#N/A	#N/A	#N/A	Dubious
YHR212W-A	chrVIII	+	#N/A	#N/A	538742	538945	1	538742	538945	203	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR213W	chrVIII	+	#N/A	#N/A	539151	539747	1	539151	539747	596	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR213W-A	chrVIII	+	#N/A	#N/A	540549	540782	1	540549	540782	233	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR213W-B	chrVIII	+	#N/A	#N/A	540800	541099	1	540800	541099	299	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR214W	chrVIII	+	#N/A	#N/A	541651	542262	1	541651	542262	611	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR214W-A	chrVIII	+	542002	543648	543008	543493	1	543008	543493	485	#N/A	#N/A	#N/A	#N/A	Dubious
YHR214C-D	chrVIII	-	#N/A	#N/A	550648	550941	1	550648	550941	293	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR214C-E	chrVIII	-	#N/A	#N/A	551200	551499	1	551200	551499	299	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR215W	chrVIII	+	#N/A	#N/A	552099	553502	1	552099	553502	1403	#N/A	#N/A	#N/A	#N/A	Verified
YHR216W	chrVIII	+	554290	556157	554396	555967	1	554396	555967	1571	TATA-containing	TAF1-depleted	554146	554092	Verified
YHR217C	chrVIII	-	#N/A	#N/A	556581	557042	1	556581	557042	461	#N/A	#N/A	#N/A	#N/A	Dubious
YHR218W	chrVIII	+	#N/A	#N/A	558014	559924	2	"558014,558715,"	"558615,559924,"	1910	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR218W-A	chrVIII	+	#N/A	#N/A	559932	560249	1	559932	560249	317	#N/A	#N/A	#N/A	#N/A	Dubious
YHR219W	chrVIII	+	#N/A	#N/A	560173	562047	1	560173	562047	1874	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR219C-A	chrVIII	-	#N/A	#N/A	561199	561681	1	561199	561681	482	#N/A	#N/A	#N/A	#N/A	Dubious
tH(GUG)H	chrVIII	+	#N/A	#N/A	62755	62826	#N/A	62755	62826	71	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)H	chrVIII	-	#N/A	#N/A	85298	85371	#N/A	85298	85371	73	#N/A	#N/A	#N/A	#N/A	0
YHLWTy4-1	chrVIII	+	#N/A	#N/A	85539	91761	#N/A	85539	91761	6222	#N/A	#N/A	#N/A	#N/A	0
tT(AGU)H	chrVIII	-	#N/A	#N/A	116107	116179	#N/A	116107	116179	72	TATA-less	-	116189	116202	0
tS(AGA)H	chrVIII	-	#N/A	#N/A	133026	133107	#N/A	133026	133107	81	#N/A	#N/A	#N/A	#N/A	0
tQ(UUG)H	chrVIII	+	#N/A	#N/A	134321	134392	#N/A	134321	134392	71	#N/A	#N/A	#N/A	#N/A	0
tA(AGC)H	chrVIII	-	#N/A	#N/A	146242	146314	#N/A	146242	146314	72	TATA-less	-	146317	146311	0
RUF5-1	chrVIII	+	#N/A	#N/A	212409	213118	#N/A	212409	213118	709	#N/A	#N/A	#N/A	#N/A	0
RUF5-2	chrVIII	+	#N/A	#N/A	214407	215116	#N/A	214407	215116	709	#N/A	#N/A	#N/A	#N/A	0
tF(GAA)H1	chrVIII	-	#N/A	#N/A	237848	237939	#N/A	"237848,237903,"	"237848,237903,"	91	#N/A	#N/A	#N/A	#N/A	0
tF(GAA)H2	chrVIII	-	#N/A	#N/A	358478	358569	#N/A	"358478,358533,"	"358478,358533,"	91	TATA-less	-	358590	358601	0
snR32	chrVIII	+	#N/A	#N/A	381540	381727	#N/A	381540	381727	187	#N/A	#N/A	#N/A	#N/A	0
tP(UGG)H	chrVIII	-	#N/A	#N/A	388893	388995	#N/A	"388893,388960,"	"388893,388960,"	102	TATA-less	-	389004	389021	0
snR71	chrVIII	+	#N/A	#N/A	411228	411317	#N/A	411228	411317	89	#N/A	#N/A	#N/A	#N/A	0
tT(UGU)H	chrVIII	+	#N/A	#N/A	466990	467061	#N/A	466990	467061	71	#N/A	#N/A	#N/A	#N/A	0
tV(CAC)H	chrVIII	-	#N/A	#N/A	475706	475778	#N/A	475706	475778	72	TATA-less	-	475795	475826	0
YIL177C	chrIX	-	#N/A	#N/A	483	6147	2	"483,4987,"	"4598,6147,"	5664	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YIL177W-A	chrIX	+	#N/A	#N/A	846	1328	1	846	1328	482	#N/A	#N/A	#N/A	#N/A	Dubious
YIL176C	chrIX	-	#N/A	#N/A	8793	9155	1	8793	9155	362	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YIL173W	chrIX	+	#N/A	#N/A	11492	16141	1	11492	16141	4649	#N/A	#N/A	#N/A	#N/A	Verified
YIL172C	chrIX	-	#N/A	#N/A	16784	18553	1	16784	18553	1769	#N/A	#N/A	#N/A	#N/A	Verified
YIL171W-A	chrIX	+	#N/A	#N/A	18260	18712	1	18260	18712	452	#N/A	#N/A	#N/A	#N/A	Dubious
YIL169C	chrIX	-	22843	26146	23119	26106	1	23119	26106	2987	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YIL166C	chrIX	-	30828	32973	30938	32566	1	30938	32566	1628	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YIL165C	chrIX	-	33541	34268	33718	34077	1	33718	34077	359	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YIL164C	chrIX	-	#N/A	#N/A	34087	34686	1	34087	34686	599	TATA-less	TAF1-enriched	35023	35065	Verified
